"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2015,"Los Angeles","70 - 74 years","Female",2428,"urban"
2015,"Los Angeles","70 - 74 years","Male",3022,"urban"
2015,"Los Angeles","75 - 79 years","Female",2976,"urban"
2015,"Los Angeles","55 - 59 years","Male",2343,"urban"
2015,"Los Angeles","60 - 64 years","Female",1748,"urban"
2014,"Los Angeles","5 - 9 years","Female",15,"urban"
2014,"Los Angeles","1 - 4 years","Male",52,"urban"
2014,"Los Angeles","15 - 19 years","Female",63,"urban"
2015,"Los Angeles","90 - 94 years","Male",3000,"urban"
2015,"Los Angeles","30 - 34 years","Female",188,"urban"
2015,"Los Angeles","30 - 34 years","Male",435,"urban"
2015,"Los Angeles","40 - 44 years","Male",700,"urban"
2015,"Los Angeles","15 - 19 years","Male",177,"urban"
2015,"Los Angeles","90 - 94 years","Female",4876,"urban"
2014,"Los Angeles","40 - 44 years","Female",391,"urban"
2014,"Los Angeles","55 - 59 years","Female",1411,"urban"
2014,"Los Angeles","35 - 39 years","Female",236,"urban"
2014,"Los Angeles","60 - 64 years","Female",1648,"urban"
2014,"Los Angeles","70 - 74 years","Female",2240,"urban"
2014,"Los Angeles","45 - 49 years","Female",641,"urban"
2015,"Los Angeles","50 - 54 years","Female",978,"urban"
2014,"Los Angeles","85 - 89 years","Male",3746,"urban"
2014,"Los Angeles","80 - 84 years","Female",3582,"urban"
2014,"Los Angeles","90 - 94 years","Female",4423,"urban"
2014,"Los Angeles","100 years and over","Male",161,"urban"
2014,"Los Angeles","95 - 99 years","Female",2029,"urban"
2014,"Los Angeles","75 - 79 years","Female",2793,"urban"
2014,"Los Angeles","1 - 4 years","Female",46,"urban"
2014,"Los Angeles","30 - 34 years","Female",152,"urban"
2015,"Los Angeles","55 - 59 years","Female",1300,"urban"
2015,"Los Angeles","45 - 49 years","Female",611,"urban"
2015,"Los Angeles","35 - 39 years","Female",255,"urban"
2015,"Los Angeles","80 - 84 years","Male",3754,"urban"
2015,"Los Angeles","45 - 49 years","Male",1004,"urban"
2015,"Los Angeles","95 - 99 years","Female",2304,"urban"
2015,"Los Angeles","65 - 69 years","Female",2137,"urban"
2014,"Los Angeles","50 - 54 years","Male",1524,"urban"
2014,"Los Angeles","80 - 84 years","Male",3564,"urban"
2014,"Los Angeles","100 years and over","Female",602,"urban"
2014,"Los Angeles","95 - 99 years","Male",949,"urban"
2014,"Los Angeles","75 - 79 years","Male",3193,"urban"
2014,"Los Angeles","70 - 74 years","Male",2745,"urban"
2014,"Los Angeles","60 - 64 years","Male",2591,"urban"
2014,"Los Angeles","55 - 59 years","Male",2223,"urban"
2014,"Los Angeles","45 - 49 years","Male",1003,"urban"
2014,"Los Angeles","40 - 44 years","Male",624,"urban"
2014,"Los Angeles","35 - 39 years","Male",476,"urban"
2014,"Los Angeles","30 - 34 years","Male",407,"urban"
2014,"Los Angeles","20 - 24 years","Male",339,"urban"
2014,"Los Angeles","20 - 24 years","Female",121,"urban"
2014,"Los Angeles","15 - 19 years","Male",177,"urban"
2014,"Los Angeles","5 - 9 years","Male",38,"urban"
2014,"Los Angeles","Less than 1 year","Male",270,"urban"
2014,"Los Angeles","Less than 1 year","Female",252,"urban"
2015,"Los Angeles","40 - 44 years","Female",388,"urban"
2014,"Los Angeles","25 - 29 years","Male",401,"urban"
2015,"Los Angeles","1 - 4 years","Male",46,"urban"
2015,"Los Angeles","20 - 24 years","Male",373,"urban"
2015,"Los Angeles","95 - 99 years","Male",1052,"urban"
2015,"Los Angeles","20 - 24 years","Female",108,"urban"
2015,"Los Angeles","5 - 9 years","Female",22,"urban"
2015,"Los Angeles","25 - 29 years","Male",398,"urban"
2014,"Los Angeles","25 - 29 years","Female",131,"urban"
2015,"Los Angeles","15 - 19 years","Female",66,"urban"
2015,"Los Angeles","100 years and over","Male",225,"urban"
2015,"Los Angeles","25 - 29 years","Female",137,"urban"
2015,"Los Angeles","10 - 14 years","Male",43,"urban"
2015,"Los Angeles","100 years and over","Female",646,"urban"
2014,"Los Angeles","90 - 94 years","Male",2785,"urban"
2014,"Los Angeles","85 - 89 years","Female",4777,"urban"
2014,"Los Angeles","65 - 69 years","Male",2725,"urban"
2014,"Los Angeles","65 - 69 years","Female",1941,"urban"
2015,"Los Angeles","Less than 1 year","Female",218,"urban"
2015,"Los Angeles","Less than 1 year","Male",290,"urban"
2014,"Los Angeles","50 - 54 years","Female",988,"urban"
2015,"Los Angeles","60 - 64 years","Male",2707,"urban"
2015,"Los Angeles","1 - 4 years","Female",36,"urban"
2015,"Los Angeles","80 - 84 years","Female",3848,"urban"
2015,"Los Angeles","75 - 79 years","Male",3275,"urban"
2015,"Los Angeles","65 - 69 years","Male",2949,"urban"
2014,"Los Angeles","10 - 14 years","Male",42,"urban"
2015,"Los Angeles","50 - 54 years","Male",1573,"urban"
2015,"Los Angeles","10 - 14 years","Female",31,"urban"
2015,"Los Angeles","5 - 9 years","Male",32,"urban"
2018,"Los Angeles","40 - 44 years","Male",653,"urban"
2018,"Los Angeles","40 - 44 years","Female",338,"urban"
2018,"Los Angeles","35 - 39 years","Male",571,"urban"
2018,"Los Angeles","35 - 39 years","Female",307,"urban"
2018,"Los Angeles","30 - 34 years","Male",499,"urban"
2018,"Los Angeles","30 - 34 years","Female",205,"urban"
2016,"Los Angeles","1 - 4 years","Male",39,"urban"
2018,"Los Angeles","25 - 29 years","Male",476,"urban"
2016,"Los Angeles","10 - 14 years","Male",27,"urban"
2016,"Los Angeles","25 - 29 years","Male",534,"urban"
2016,"Los Angeles","Less than 1 year","Male",293,"urban"
2016,"Los Angeles","20 - 24 years","Male",436,"urban"
2018,"Los Angeles","25 - 29 years","Female",174,"urban"
2016,"Los Angeles","45 - 49 years","Male",982,"urban"
2016,"Los Angeles","40 - 44 years","Male",699,"urban"
2018,"Los Angeles","20 - 24 years","Male",349,"urban"
2016,"Los Angeles","50 - 54 years","Male",1637,"urban"
2016,"Los Angeles","65 - 69 years","Male",3018,"urban"
2016,"Los Angeles","35 - 39 years","Male",537,"urban"
2016,"Los Angeles","60 - 64 years","Male",2772,"urban"
2018,"Los Angeles","20 - 24 years","Female",116,"urban"
2016,"Los Angeles","70 - 74 years","Male",3177,"urban"
2018,"Los Angeles","15 - 19 years","Male",146,"urban"
2018,"Los Angeles","15 - 19 years","Female",64,"urban"
2018,"Los Angeles","10 - 14 years","Male",34,"urban"
2018,"Los Angeles","10 - 14 years","Female",33,"urban"
2018,"Los Angeles","5 - 9 years","Male",20,"urban"
2018,"Los Angeles","5 - 9 years","Female",23,"urban"
2016,"Los Angeles","30 - 34 years","Male",458,"urban"
2018,"Los Angeles","1 - 4 years","Male",46,"urban"
2018,"Los Angeles","1 - 4 years","Female",32,"urban"
2017,"Los Angeles","1 - 4 years","Male",38,"urban"
2018,"Los Angeles","Less than 1 year","Male",235,"urban"
2018,"Los Angeles","Less than 1 year","Female",201,"urban"
2016,"Los Angeles","80 - 84 years","Female",3867,"urban"
2017,"Los Angeles","25 - 29 years","Male",501,"urban"
2018,"Los Angeles","100 years and over","Female",741,"urban"
2017,"Los Angeles","25 - 29 years","Female",147,"urban"
2018,"Los Angeles","75 - 79 years","Male",3452,"urban"
2018,"Los Angeles","80 - 84 years","Male",3842,"urban"
2017,"Los Angeles","30 - 34 years","Male",443,"urban"
2016,"Los Angeles","80 - 84 years","Male",3865,"urban"
2017,"Los Angeles","40 - 44 years","Male",601,"urban"
2017,"Los Angeles","40 - 44 years","Female",376,"urban"
2017,"Los Angeles","45 - 49 years","Male",1049,"urban"
2017,"Los Angeles","50 - 54 years","Female",882,"urban"
2017,"Los Angeles","55 - 59 years","Female",1357,"urban"
2017,"Los Angeles","35 - 39 years","Male",516,"urban"
2017,"Los Angeles","55 - 59 years","Male",2257,"urban"
2017,"Los Angeles","50 - 54 years","Male",1541,"urban"
2017,"Los Angeles","60 - 64 years","Female",1831,"urban"
2017,"Los Angeles","70 - 74 years","Female",2470,"urban"
2017,"Los Angeles","65 - 69 years","Male",3074,"urban"
2017,"Los Angeles","70 - 74 years","Male",3313,"urban"
2017,"Los Angeles","65 - 69 years","Female",2229,"urban"
2017,"Los Angeles","75 - 79 years","Male",3469,"urban"
2017,"Los Angeles","80 - 84 years","Female",3988,"urban"
2017,"Los Angeles","35 - 39 years","Female",261,"urban"
2017,"Los Angeles","75 - 79 years","Female",2917,"urban"
2017,"Los Angeles","80 - 84 years","Male",3742,"urban"
2017,"Los Angeles","85 - 89 years","Male",4103,"urban"
2017,"Los Angeles","60 - 64 years","Male",2903,"urban"
2017,"Los Angeles","85 - 89 years","Female",4834,"urban"
2016,"Los Angeles","60 - 64 years","Female",1807,"urban"
2017,"Los Angeles","95 - 99 years","Female",2562,"urban"
2017,"Los Angeles","100 years and over","Female",697,"urban"
2017,"Los Angeles","100 years and over","Male",216,"urban"
2017,"Los Angeles","90 - 94 years","Male",3021,"urban"
2016,"Los Angeles","100 years and over","Male",198,"urban"
2017,"Los Angeles","30 - 34 years","Female",200,"urban"
2017,"Los Angeles","90 - 94 years","Female",4960,"urban"
2017,"Los Angeles","45 - 49 years","Female",586,"urban"
2016,"Los Angeles","75 - 79 years","Male",3372,"urban"
2016,"Los Angeles","100 years and over","Female",642,"urban"
2016,"Los Angeles","95 - 99 years","Male",1130,"urban"
2016,"Los Angeles","95 - 99 years","Female",2396,"urban"
2016,"Los Angeles","90 - 94 years","Female",4745,"urban"
2016,"Los Angeles","85 - 89 years","Male",3949,"urban"
2016,"Los Angeles","85 - 89 years","Female",4944,"urban"
2016,"Los Angeles","75 - 79 years","Female",3037,"urban"
2016,"Los Angeles","70 - 74 years","Female",2455,"urban"
2016,"Los Angeles","65 - 69 years","Female",2156,"urban"
2016,"Los Angeles","55 - 59 years","Female",1401,"urban"
2016,"Los Angeles","50 - 54 years","Female",908,"urban"
2016,"Los Angeles","45 - 49 years","Female",592,"urban"
2016,"Los Angeles","35 - 39 years","Female",233,"urban"
2016,"Los Angeles","30 - 34 years","Female",190,"urban"
2016,"Los Angeles","25 - 29 years","Female",139,"urban"
2016,"Los Angeles","20 - 24 years","Female",127,"urban"
2016,"Los Angeles","15 - 19 years","Male",176,"urban"
2016,"Los Angeles","15 - 19 years","Female",67,"urban"
2016,"Los Angeles","10 - 14 years","Female",24,"urban"
2016,"Los Angeles","5 - 9 years","Male",24,"urban"
2016,"Los Angeles","5 - 9 years","Female",22,"urban"
2016,"Los Angeles","1 - 4 years","Female",42,"urban"
2016,"Los Angeles","Less than 1 year","Female",225,"urban"
2016,"Los Angeles","90 - 94 years","Male",2985,"urban"
2017,"Los Angeles","95 - 99 years","Male",1283,"urban"
2018,"Los Angeles","100 years and over","Male",252,"urban"
2018,"Los Angeles","95 - 99 years","Male",1333,"urban"
2018,"Los Angeles","95 - 99 years","Female",2643,"urban"
2018,"Los Angeles","90 - 94 years","Male",2934,"urban"
2018,"Los Angeles","90 - 94 years","Female",4803,"urban"
2018,"Los Angeles","85 - 89 years","Male",3983,"urban"
2018,"Los Angeles","85 - 89 years","Female",4912,"urban"
2018,"Los Angeles","80 - 84 years","Female",3879,"urban"
2018,"Los Angeles","75 - 79 years","Female",3130,"urban"
2018,"Los Angeles","70 - 74 years","Male",3371,"urban"
2018,"Los Angeles","70 - 74 years","Female",2669,"urban"
2017,"Los Angeles","Less than 1 year","Male",278,"urban"
2017,"Los Angeles","Less than 1 year","Female",190,"urban"
2018,"Los Angeles","65 - 69 years","Male",3191,"urban"
2017,"Los Angeles","1 - 4 years","Female",20,"urban"
2017,"Los Angeles","5 - 9 years","Male",26,"urban"
2017,"Los Angeles","5 - 9 years","Female",24,"urban"
2018,"Los Angeles","65 - 69 years","Female",2165,"urban"
2017,"Los Angeles","15 - 19 years","Male",175,"urban"
2017,"Los Angeles","15 - 19 years","Female",58,"urban"
2016,"Los Angeles","40 - 44 years","Female",346,"urban"
2017,"Los Angeles","20 - 24 years","Male",403,"urban"
2018,"Los Angeles","60 - 64 years","Male",2955,"urban"
2017,"Los Angeles","20 - 24 years","Female",112,"urban"
2016,"Los Angeles","55 - 59 years","Male",2313,"urban"
2017,"Los Angeles","10 - 14 years","Male",40,"urban"
2018,"Los Angeles","60 - 64 years","Female",1797,"urban"
2018,"Los Angeles","55 - 59 years","Male",2302,"urban"
2018,"Los Angeles","55 - 59 years","Female",1307,"urban"
2018,"Los Angeles","50 - 54 years","Male",1549,"urban"
2018,"Los Angeles","50 - 54 years","Female",883,"urban"
2018,"Los Angeles","45 - 49 years","Male",1005,"urban"
2017,"Los Angeles","10 - 14 years","Female",32,"urban"
2018,"Los Angeles","45 - 49 years","Female",578,"urban"
2021,"Los Angeles","5 - 9 years","Male",6,"urban"
2019,"Los Angeles","5 - 9 years","Male",28,"urban"
2021,"Los Angeles","10 - 14 years","Female",11,"urban"
2020,"Los Angeles","20 - 24 years","Male",457,"urban"
2020,"Los Angeles","25 - 29 years","Female",211,"urban"
2020,"Los Angeles","25 - 29 years","Male",653,"urban"
2020,"Los Angeles","15 - 19 years","Female",87,"urban"
2020,"Los Angeles","5 - 9 years","Male",22,"urban"
2020,"Los Angeles","1 - 4 years","Female",29,"urban"
2020,"Los Angeles","1 - 4 years","Male",39,"urban"
2021,"Los Angeles","100 years and over","Male",100,"urban"
2021,"Los Angeles","5 - 9 years","Female",6,"urban"
2020,"Los Angeles","75 - 79 years","Male",4598,"urban"
2019,"Los Angeles","45 - 49 years","Male",1007,"urban"
2019,"Los Angeles","35 - 39 years","Male",602,"urban"
2020,"Los Angeles","10 - 14 years","Male",41,"urban"
2021,"Los Angeles","25 - 29 years","Female",68,"urban"
2019,"Los Angeles","65 - 69 years","Male",3236,"urban"
2019,"Los Angeles","25 - 29 years","Male",527,"urban"
2019,"Los Angeles","65 - 69 years","Female",2076,"urban"
2020,"Los Angeles","100 years and over","Female",939,"urban"
2019,"Los Angeles","85 - 89 years","Male",3986,"urban"
2019,"Los Angeles","95 - 99 years","Male",1335,"urban"
2019,"Los Angeles","25 - 29 years","Female",140,"urban"
2019,"Los Angeles","75 - 79 years","Male",3646,"urban"
2021,"Los Angeles","90 - 94 years","Female",2052,"urban"
2021,"Los Angeles","95 - 99 years","Female",1263,"urban"
2021,"Los Angeles","95 - 99 years","Male",637,"urban"
2020,"Los Angeles","95 - 99 years","Male",1646,"urban"
2021,"Los Angeles","55 - 59 years","Male",1378,"urban"
2021,"Los Angeles","85 - 89 years","Male",1926,"urban"
2021,"Los Angeles","45 - 49 years","Male",632,"urban"
2021,"Los Angeles","15 - 19 years","Male",68,"urban"
2021,"Los Angeles","20 - 24 years","Female",50,"urban"
2021,"Los Angeles","15 - 19 years","Female",24,"urban"
2019,"Los Angeles","1 - 4 years","Female",33,"urban"
2019,"Los Angeles","20 - 24 years","Female",94,"urban"
2019,"Los Angeles","30 - 34 years","Female",212,"urban"
2019,"Los Angeles","40 - 44 years","Female",386,"urban"
2019,"Los Angeles","10 - 14 years","Female",24,"urban"
2021,"Los Angeles","90 - 94 years","Male",1398,"urban"
2021,"Los Angeles","80 - 84 years","Male",2116,"urban"
2020,"Los Angeles","Less than 1 year","Female",182,"urban"
2021,"Los Angeles","70 - 74 years","Male",2192,"urban"
2019,"Los Angeles","90 - 94 years","Female",4757,"urban"
2021,"Los Angeles","60 - 64 years","Male",1813,"urban"
2021,"Los Angeles","30 - 34 years","Female",111,"urban"
2021,"Los Angeles","55 - 59 years","Female",659,"urban"
2020,"Los Angeles","Less than 1 year","Male",194,"urban"
2021,"Los Angeles","50 - 54 years","Male",936,"urban"
2021,"Los Angeles","50 - 54 years","Female",452,"urban"
2021,"Los Angeles","40 - 44 years","Male",422,"urban"
2021,"Los Angeles","20 - 24 years","Male",192,"urban"
2021,"Los Angeles","10 - 14 years","Male",12,"urban"
2021,"Los Angeles","1 - 4 years","Male",6,"urban"
2021,"Los Angeles","Less than 1 year","Male",56,"urban"
2021,"Los Angeles","Less than 1 year","Female",55,"urban"
2019,"Los Angeles","100 years and over","Male",260,"urban"
2019,"Los Angeles","95 - 99 years","Female",2708,"urban"
2019,"Los Angeles","90 - 94 years","Male",3098,"urban"
2019,"Los Angeles","80 - 84 years","Male",3922,"urban"
2019,"Los Angeles","75 - 79 years","Female",3063,"urban"
2019,"Los Angeles","70 - 74 years","Male",3466,"urban"
2019,"Los Angeles","60 - 64 years","Male",2885,"urban"
2019,"Los Angeles","55 - 59 years","Male",2355,"urban"
2019,"Los Angeles","55 - 59 years","Female",1281,"urban"
2019,"Los Angeles","50 - 54 years","Male",1517,"urban"
2019,"Los Angeles","40 - 44 years","Male",718,"urban"
2019,"Los Angeles","35 - 39 years","Female",281,"urban"
2019,"Los Angeles","30 - 34 years","Male",524,"urban"
2019,"Los Angeles","20 - 24 years","Male",379,"urban"
2019,"Los Angeles","15 - 19 years","Male",159,"urban"
2019,"Los Angeles","15 - 19 years","Female",53,"urban"
2019,"Los Angeles","10 - 14 years","Male",30,"urban"
2019,"Los Angeles","5 - 9 years","Female",22,"urban"
2019,"Los Angeles","1 - 4 years","Male",36,"urban"
2019,"Los Angeles","Less than 1 year","Male",212,"urban"
2019,"Los Angeles","Less than 1 year","Female",192,"urban"
2021,"Los Angeles","70 - 74 years","Female",1515,"urban"
2019,"Los Angeles","85 - 89 years","Female",4709,"urban"
2021,"Los Angeles","65 - 69 years","Female",1247,"urban"
2019,"Los Angeles","45 - 49 years","Female",564,"urban"
2019,"Los Angeles","60 - 64 years","Female",1843,"urban"
2021,"Los Angeles","100 years and over","Female",300,"urban"
2019,"Los Angeles","80 - 84 years","Female",3869,"urban"
2019,"Los Angeles","70 - 74 years","Female",2679,"urban"
2020,"Los Angeles","5 - 9 years","Female",18,"urban"
2020,"Los Angeles","10 - 14 years","Female",31,"urban"
2020,"Los Angeles","15 - 19 years","Male",197,"urban"
2020,"Los Angeles","30 - 34 years","Female",270,"urban"
2020,"Los Angeles","35 - 39 years","Female",336,"urban"
2020,"Los Angeles","30 - 34 years","Male",781,"urban"
2020,"Los Angeles","20 - 24 years","Female",150,"urban"
2020,"Los Angeles","35 - 39 years","Male",840,"urban"
2019,"Los Angeles","50 - 54 years","Female",826,"urban"
2020,"Los Angeles","40 - 44 years","Male",985,"urban"
2021,"Los Angeles","65 - 69 years","Male",2078,"urban"
2020,"Los Angeles","40 - 44 years","Female",454,"urban"
2021,"Los Angeles","25 - 29 years","Male",259,"urban"
2021,"Los Angeles","60 - 64 years","Female",1018,"urban"
2021,"Los Angeles","30 - 34 years","Male",317,"urban"
2021,"Los Angeles","35 - 39 years","Male",340,"urban"
2021,"Los Angeles","35 - 39 years","Female",133,"urban"
2021,"Los Angeles","1 - 4 years","Female",6,"urban"
2020,"Los Angeles","100 years and over","Male",302,"urban"
2019,"Los Angeles","100 years and over","Female",759,"urban"
2021,"Los Angeles","40 - 44 years","Female",188,"urban"
2020,"Los Angeles","50 - 54 years","Female",1042,"urban"
2020,"Los Angeles","45 - 49 years","Male",1414,"urban"
2020,"Los Angeles","55 - 59 years","Female",1574,"urban"
2020,"Los Angeles","50 - 54 years","Male",2045,"urban"
2020,"Los Angeles","60 - 64 years","Female",2194,"urban"
2020,"Los Angeles","55 - 59 years","Male",3014,"urban"
2020,"Los Angeles","60 - 64 years","Male",3874,"urban"
2020,"Los Angeles","70 - 74 years","Female",3262,"urban"
2020,"Los Angeles","65 - 69 years","Male",4423,"urban"
2020,"Los Angeles","75 - 79 years","Female",3824,"urban"
2020,"Los Angeles","70 - 74 years","Male",4730,"urban"
2020,"Los Angeles","80 - 84 years","Female",4791,"urban"
2020,"Los Angeles","65 - 69 years","Female",2772,"urban"
2020,"Los Angeles","80 - 84 years","Male",4902,"urban"
2020,"Los Angeles","90 - 94 years","Female",5649,"urban"
2020,"Los Angeles","85 - 89 years","Male",4768,"urban"
2020,"Los Angeles","95 - 99 years","Female",3325,"urban"
2020,"Los Angeles","90 - 94 years","Male",3689,"urban"
2020,"Los Angeles","85 - 89 years","Female",5635,"urban"
2021,"Los Angeles","75 - 79 years","Male",2035,"urban"
2021,"Los Angeles","80 - 84 years","Female",1952,"urban"
